Sno,Category,Level,ContentType,Subject,Area,ContentName,VideoLinks
146,Teacher,Primary ,Video,Pedagogy and Tech Tools,,"How to teach using digital tools || Teachers' Training || Bamanwas & Gangapur City, Sawai Madhopur",https://youtu.be/YUudc7QF_rc
147,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ई-टूल्स के माध्यम से प्रभावी शिक्षण || जैसलमेर || राजस्थान,https://youtu.be/srRho2Qmp0g
148,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ई-टूल्स के माध्यम से प्रभावी शिक्षण || बूंदी || राजस्थान,https://youtu.be/9_b4qCNYx3U
149,Teacher,Primary ,Video cut,Pedagogy and Tech Tools,,Google meet for online teaching,https://youtu.be/z3VG0At4ENA
150,Teacher,Primary ,Video cut,Pedagogy and Tech Tools,,Addressing emotional needs of the students,https://youtu.be/299kvwvryFI
151,Teacher,Primary ,Video cut,Maths,Numbers,वर्गीकरण एवं गिनना,https://youtu.be/xrNmxpUlGJo
152,Teacher,Primary ,Video cut,Maths,Numbers,गुणज एवं गुणनखंड || Multiples and factors,https://youtu.be/q842Z6DQuao
153,Teacher,Primary ,Video cut,English,Grammar,एकवचन और बहुवचन || Singular and Plural,https://youtu.be/w4aWNNxXNKA
154,Teacher,Primary ,Video ,Pedagogy and Tech Tools,,ई-टूल्स के माध्यम से प्रभावी शिक्षण || श्रीगंगानगर || राजस्थान,https://youtu.be/QOBWC6RDgrg
155,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Online Training Program for Primary Teacher's || Maths & English || Hanumangarh || Rajasthan,https://youtu.be/oDbGmXtdrYU
156,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to use Google Classroom || Digital tools for teachers,https://youtu.be/-nvogYHZuyE
157,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Google Tools for online teaching || Digital tools for teachers,https://youtu.be/Sdyt5DjI-AA
158,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to access MCGM Telegram channel and How to create videos for teaching,https://youtu.be/vpmkBiknRUA
159,Teacher,Primary ,Video cut,Pedagogy and Tech Tools,,"If Smartphone is not available, how to ensure learning",https://youtu.be/AUwmoMFjduA
160,Teacher,Primary ,Video cut,Pedagogy and Tech Tools,,How to operate WhatsApp || Digital tools for teachers,https://youtu.be/_1xLQhTrOlY
161,Teacher,Primary ,Video cut,Pedagogy and Tech Tools,,How to operate WhatsApp || Digital tools for teachers,https://youtu.be/5GF8MCvLza8
162,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Impact of corona crisis on children,https://youtu.be/CJx7gfe7IVM
163,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to operate Google Meet || Digital tools for teachers,https://youtu.be/eDmFpvBleuY
164,Teacher,Primary ,Video,Pedagogy and Tech Tools,,"How to operate Zoom || Digital tools for teachers
",https://youtu.be/V4pXYisnxdA
165,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ई-टूल्स के माध्यम से प्रभावी शिक्षण || हनुमानगढ़ || राजस्थान,https://youtu.be/VwqWwwRyu40
166,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Online Training Program for Upper Primary and Secondary Teacher's || Rajsamand || Rajasthan,https://youtu.be/zxeKKZvy7oA
167,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Online Training Program for Primary Teacher's || Rajsamand || Rajasthan,https://youtu.be/NsvFzCIxY1Q
168,Teacher,Primary ,Video,Pedagogy and Tech Tools,,"How to teach using digital tools || Teachers' Training || Bonli and Khander, Sawai Madhopur",https://youtu.be/V9Z2q3HUy2g
169,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to teach using digital tools || Aurangabad || Teachers' Training || Batch 2 || Day - 2,https://youtu.be/xZG_4fr6UXs
170,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to teach using digital tools || Aurangabad || Teachers' Training || Batch 2 || Day - 1,https://youtu.be/6OeJor-4LVU
171,Teacher,Primary ,Video cut,Pedagogy and Tech Tools,,EdIndia All India Teachers Online Quiz,https://youtu.be/3DGxVqZppjw
172,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Digital Tools for Teaching and Training- Tripua- Batch-2 Day 3,https://youtu.be/JodU16dZId8
173,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Digital Tools for Teaching and Training- Tripura- Batch-2 Day 2,https://youtu.be/wmVXKY099JY
174,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Digital Tools for Teaching and Training- Tripura-Batch-2 Day 1,https://youtu.be/F_XHRZ_JgJk
175,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Digital Tools for Teaching and Training || Day 3 || Tripura || KRP Training,https://youtu.be/vD5ML7aLpuk
176,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Digital Tools for Teaching and Training || Day 2 || Tripura || KRP Training,https://youtu.be/nnu1nz_WTtw
177,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to teach using digital tools || Aurangabad || Teachers' Training || Day 2,https://youtu.be/FbMC-a9qmIo
178,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Digital Tools for Teaching and Training || Day 1 || Tripura || KRP Training,https://youtu.be/1JAECm4_HuU
179,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to teach using digital tools || Aurangabad || Teachers' Training || Day - 1,https://youtu.be/6LveeNJrcVw
180,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ई-टूल्स के माध्यम से प्रभावी शिक्षण: प्रोजेक्ट प्रज्ञान,https://youtu.be/w0cLR1J3HMs
181,Teacher,Primary ,Video,Pedagogy and Tech Tools,,How to teach using digital tools || Teachers' Training || Rajsamand || Rajasthan,https://youtu.be/dtuGd5cjc-o
182,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Online Teacher Capacity Building - Part 3,https://youtu.be/tVsYek2IO8Y
183,Teacher,Primary ,Video,Maths,Geometry,कहानी एक 'फुट' की,https://youtu.be/HyHKut2Sv8I
184,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Online Teacher Capacity Building- Part 2,https://youtu.be/Bq-yzWSqIvk
185,Teacher,Primary ,Video,Pedagogy and Tech Tools,,"शिक्षक- कल, आज और कल",https://youtu.be/iJhzwKSbLHc
186,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ऑनलाइन शिक्षण प्रशिक्षण-ठाणे - Day 2,https://youtu.be/Ed1jb7ousZY
187,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ऑनलाइन अध्यापन प्रशिक्षण- ठाणे- Day 1,https://youtu.be/yevJLWoWGLc
188,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ऑनलाइन अध्यापन प्रशिक्षण- Day 3,https://youtu.be/amVtzc4AfJA
189,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ऑनलाइन अध्यापन प्रशिक्षण Day 2,https://youtu.be/ynPt-vBbc6A
190,Teacher,Primary ,Video,Pedagogy and Tech Tools,,ऑनलाइन अध्यापन प्रशिक्षण,https://youtu.be/8SAje-qYXmc
191,Teacher,Primary ,Video,English,Grammar,शब्दों की रिश्तेदारी,https://youtu.be/QuwwCqDJOvU
192,Teacher,Primary ,Video,General Topics,,"शिक्षा व्यवस्था, कुछ ऐसी भी",https://youtu.be/rYJIq8q_nwc
193,Teacher,Primary ,Video cut,Maths,Numbers,"गिनती एवं तुलना सिखाना
",https://youtu.be/GvQiObV5Xbc
194,Teacher,Primary ,Video cut,Maths,Numbers,"

स्थानीय मान पढ़ाना",https://youtu.be/ip6jncOO3nM
195,Teacher,Primary ,Video cut,Maths,Numbers,गणितीय अनुमान || Mathematical Estimation,https://youtu.be/ka9u-CToKKI
196,Teacher,Primary ,Video ,Maths,Operations,गणितीय संक्रियाओं का उलटफेर,https://youtu.be/4gnYe-nuZzo
197,Teacher,Primary ,Video cut,English,Grammar,क्रिया || Verb,https://youtu.be/h-v9lZAvAcA
198,Teacher,Primary ,Video,Pedagogy and Tech Tools,,हम भूल क्यूँ जाते हैं? - VC for Teachers,https://youtu.be/AyLN_iITD7M
199,Teacher,Primary ,Video cut,English,Listenig & Speaking,VC for Teachers - English Speaking Part 1,https://youtu.be/eh2f6JeByNY
200,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Pragyan | VC for Teachers | 21 Jan 2020,https://youtu.be/wnrTaWpPG2I
201,Teacher,Primary ,Video,Maths,Numbers,गणित गतिविधि : सपाट पासा,https://youtu.be/QQzkmKYzR60
202,Teacher,Primary ,Video,Hindi,,भाषा की एक कक्षा,https://youtu.be/UqGOzi5XXj0
203,Teacher,Primary ,Video,Hindi,,फल फूल सब्जी : शब्दकोश बढ़ाने के लिए गतिविधि,https://youtu.be/m_BI9pNpi0M
204,Teacher,Primary ,Video,Hindi,,फल फूल सब्जी Activity,https://youtu.be/cWbciRuJPUk
205,Teacher,Primary ,Video,Pedagogy and Tech Tools,,"Pragyan VC | Multiplication , Primary English",https://youtu.be/cWKcAL_d9g0
206,Teacher,Primary ,Video,Maths,Miscellaneous,Activities for Primary Language & Math Teaching | Pragyan,https://youtu.be/te28Q4Lm_30
207,Teacher,Primary ,Video,English,Grammar,English Teaching - Prepositions | Govt. School Rajasthan | Pragyan,https://youtu.be/Eeerz5_qBZ8
208,Teacher,Primary ,Video,English,Grammar,English - There is/are | Govt School Rajasthan | Pragyan,https://youtu.be/aBNwh3ZY_fw
209,Teacher,Primary ,Video,Pedagogy and Tech Tools,,Primary English and Math Teaching | Pragyan,https://youtu.be/yVKmcHCqAE8
210,Student,Primary ,Video ,Maths,Geometry,सममिति,https://youtu.be/BamAnAhokiI
211,Student,Primary ,Video ,Maths,Data Handling and Patterns,आओ आंकड़े एकत्रित करें,https://youtu.be/X9m8Dck1Z5M
212,Student,Primary ,Video ,Maths,Numbers,बँटवारा भिन्न संख्या,https://youtu.be/pfBaGWHxRqk
213,Student,Primary ,Video ,Maths,Measurement,क्षेत्रफल के बारे में जाने,https://youtu.be/x7MX-rXENvk
214,Student,Primary ,Video ,Maths,Measurement,लम्बाई मापन,https://youtu.be/aM3RKFlOP-Y
215,Student,Primary ,Video ,Maths,Measurement,धारिता,https://youtu.be/1MiYL4-5Tbc
216,Student,Primary ,Video ,Maths,Measurement,भार के बारे में जाने,https://youtu.be/7kARy33lWFk
217,Student,Primary ,Video ,Maths,Measurement,समय,https://youtu.be/6671LzF9wi4
218,Student,Primary ,Video ,Maths,Geometry,अलग अलग आकृतियां,https://youtu.be/pfu9izkVzqc
219,Student,Primary ,Video ,Maths,Measurement,परिमाप एंव क्षेत्रफल,https://youtu.be/QrBH9FdAOeo
220,Student,Primary ,Video ,Maths,Numbers,वैदिक गणित परिचय,https://youtu.be/GJogdg4OO38
221,Student,Primary ,Video ,Maths,Measurement,मापन लम्बाई,https://youtu.be/Wqbik431VjI
222,Student,Primary ,Video ,Maths,Geometry,ज्यामिती,https://youtu.be/CL2fJx8bScQ
223,Student,Primary ,Video ,Maths,Measurement,धारिता,https://youtu.be/Jkv4OBJPd7k
224,Student,Primary ,Video ,Maths,Measurement,भार,https://youtu.be/Y2JZYQviS94
225,Student,Primary ,Video ,Maths,Measurement,समय,https://youtu.be/3X65yMIC4BQ
226,Student,Primary ,Video ,Maths,Data Handling and Patterns,आँकड़े एकत्रित करें,https://youtu.be/SG79e-mAZ9s
227,Student,Primary ,Video ,Maths,Measurement,मुद्रा,https://youtu.be/cqDnPQ5OweQ
